GEOID,population_18_up,degree_18_up,attainment_rate
54087,11242,1266,.11261342
54089,10950,1513,.13817352
54091,13513,2327,.17220454
54093,5782,782,.13524732
54095,7171,952,.13275693
54097,19567,3146,.16078091
54099,32325,3896,.12052591
54101,6880,667,.096947677
54103,12567,1433,.1140288
54105,4503,340,.075505219
54107,67824,13449,.19829264
54109,17453,1533,.0878359
55001,17111,2056,.12015662
55003,12233,2411,.19708984
55005,35516,6412,.18053836
55007,12349,3581,.289983
55009,195461,53182,.27208498
55011,10453,1771,.16942504
55013,12480,2255,.1806891
55015,37289,10049,.26948968
55017,49084,9238,.18820797
55019,24371,2588,.10619178
55021,44208,9426,.21321933
55023,12881,2034,.15790699
55025,413209,187836,.45457867
55027,69701,10576,.15173383
55029,22964,7181,.31270686
55031,34654,7618,.21983032
55033,35389,7883,.22275284
55035,81442,20819,.25562978
55037,3646,555,.15222162
55039,79739,16785,.21049926
55041,7196,978,.13590884
55043,41146,7233,.17578866
55045,28463,6287,.22088325
55047,14476,2534,.17504835
55049,18063,4166,.23063721
55051,4923,893,.18139346
55053,16018,2073,.12941691
55055,65968,14469,.21933362
55057,21085,2740,.1299502
55059,127772,29254,.2289547
55061,15892,2764,.17392398
55063,93806,26341,.28080294
55065,12594,2092,.16611084
55067,15445,2510,.16251214
55069,22550,3687,.16350332
55071,62891,11771,.1871651
55073,103781,23856,.22986867
55075,32804,4564,.13912937
55077,12184,1588,.13033487
55078,3044,407,.13370565
55079,724283,198921,.27464542
55081,33744,6076,.18006164
55083,29854,4793,.160548
55085,29292,7604,.25959307
55087,139252,36367,.26115963
55089,68649,30130,.43889934
55091,5707,1023,.17925355
55093,32519,7596,.23358652
55095,33913,6327,.18656562
55097,56515,14955,.26462001
55099,11222,1814,.16164677
55101,148890,33454,.22468936
55103,13729,2389,.17401122
55105,122950,24087,.1959089
55107,11243,1540,.13697411
55109,64620,20572,.31835344
55111,48754,10693,.21932559
55113,13115,2700,.20587113
55115,32183,4740,.14728272
55117,88928,19745,.22203356
55119,15463,2098,.13567872
55121,22254,4123,.18527007
55123,22475,4506,.20048943
55125,17869,4610,.25798869
55127,80563,19978,.24797983
55129,12613,2623,.20796004
55131,103436,29039,.28074366
55133,308790,124344,.40268144
55135,40812,7069,.17320886
55137,19640,2812,.1431772
55139,134257,32808,.24436715
55141,57452,11479,.19980158
56001,31730,11570,.36463913
56003,8866,1544,.17414843
56005,34617,5794,.16737442
56007,11992,2289,.19087726
56009,10599,1771,.16709124
56011,5571,1076,.19314305
56013,30141,6460,.21432599
56015,10699,2332,.21796429
56017,3777,777,.20571883
56019,6671,1624,.24344176
56021,74451,19458,.26135311
56023,13636,2628,.19272514
56025,61502,12759,.20745666
56027,1999,338,.16908455
56029,23191,6792,.29287222
56031,6892,1423,.20647126
56033,23407,6683,.28551289
56035,7587,1821,.24001582
56037,32571,6426,.19729207
56039,18488,9564,.51730853
56041,14614,2264,.15491994
56043,6223,1199,.19267234
56045,5618,1044,.18583126
